edad;abandono;viajes;departamento;distancia_casa;educacion;carrera;empleados;id;satisfaccion_entorno;sexo;implicacion;nivel_laboral;puesto;satisfaccion_trabajo;estado_civil;salario_mes;num_empresas_anteriores;mayor_edad;horas_extra;incremento_salario_porc;evaluacion;satisfaccion_companeros;horas_quincena;nivel_acciones;anos_experiencia;num_formaciones_ult_ano;conciliacion;anos_compania;anos_en_puesto;anos_desde_ult_promocion;anos_con_manager_actual
58;Yes;Travel_Rarely;Research & Development;23;Universitaria;Medical;1;165;Muy_Alta;M;Alta;3;Healthcare Representative;Alta;Married;10312;1;Y;No;12;Alta;Muy_Alta;80;1;40;3;Alta;40;;15;6
19;Yes;Travel_Rarely;Sales;22;Universitaria;Marketing;1;167;Muy_Alta;M;Alta;1;Sales Representative;Alta;Single;1675;1;Y;Yes;19;Alta;Muy_Alta;80;0;0;2;#N/D;0;;0;0
22;No;Travel_Rarely;Research & Development;2;Universitaria;Technical Degree;1;169;Alta;M;Alta;1;Laboratory Technician;Alta;Married;2523;0;Y;No;14;Alta;Alta;80;1;3;2;#N/D;2;;2;1
49;No;Travel_Rarely;Research & Development;20;Universitaria;Medical;1;170;Alta;M;Alta;2;Manufacturing Director;Alta;Married;6567;1;Y;No;14;Alta;Alta;80;0;16;2;#N/D;15;3.0;5;11
43;No;Travel_Frequently;Research & Development;28;Master;Medical;1;171;Media;F;Muy_Alta;1;Research Scientist;Muy_Alta;Single;4739;4;Y;No;12;Alta;Muy_Alta;80;0;18;2;#N/D;3;;1;2
50;No;Travel_Frequently;Sales;12;Universitaria;Marketing;1;174;Alta;M;Alta;3;Sales Executive;Alta;Single;9208;4;Y;No;11;Alta;Muy_Alta;80;0;16;3;Alta;2;;2;1
31;Yes;Travel_Rarely;Sales;20;Primaria;Life Sciences;1;175;Media;M;Baja;2;Sales Executive;Baja;Married;4559;3;Y;Yes;11;Alta;Alta;80;1;4;2;#N/D;2;;2;2
41;No;Travel_Rarely;Sales;9;Universitaria;Life Sciences;1;176;Alta;M;Alta;3;Sales Executive;Alta;Divorced;8189;3;Y;Yes;13;Alta;Alta;80;1;12;2;#N/D;9;3.0;0;7
26;No;Travel_Rarely;Human Resources;25;Universitaria;Life Sciences;1;177;Alta;M;Alta;1;Human Resources;Alta;Married;2942;1;Y;No;23;Muy_Alta;Muy_Alta;80;1;8;3;#N/D;8;;5;7
36;No;Travel_Rarely;Research & Development;6;Universitaria;Medical;1;178;Media;F;Alta;2;Manufacturing Director;Alta;Divorced;4941;6;Y;No;20;Muy_Alta;Muy_Alta;80;2;7;0;#N/D;3;;0;1
51;Yes;Travel_Frequently;Research & Development;8;Primaria;Life Sciences;1;179;Baja;M;Baja;3;Manufacturing Director;Baja;Single;10650;2;Y;No;15;Alta;Muy_Alta;80;0;18;2;#N/D;4;;0;3
39;No;Travel_Rarely;Sales;4;Secundaria;Life Sciences;1;182;Muy_Alta;F;Media;2;Sales Executive;Media;Married;5902;4;Y;No;14;Alta;Alta;80;1;17;1;#N/D;15;;5;9
25;No;Travel_Rarely;Sales;28;Secundaria;Life Sciences;1;183;Baja;F;Media;2;Sales Executive;Media;Married;8639;2;Y;No;18;Alta;Muy_Alta;80;0;6;3;#N/D;2;;2;2
30;No;Travel_Rarely;Human Resources;9;Universitaria;Human Resources;1;184;Alta;M;Alta;2;Human Resources;Alta;Married;6347;0;Y;Yes;19;Alta;Muy_Alta;80;0;12;2;#N/D;11;;4;7
32;Yes;Travel_Rarely;Research & Development;9;Universitaria;Medical;1;190;Baja;M;Alta;1;Laboratory Technician;Alta;Single;4200;7;Y;No;22;Muy_Alta;Baja;80;0;10;2;Alta;5;;0;4
45;No;Travel_Rarely;Research & Development;29;Universitaria;Medical;1;192;Alta;M;Alta;1;Research Scientist;Alta;Single;3452;5;Y;No;13;Alta;Media;80;0;9;2;#N/D;6;;0;3
38;No;Travel_Rarely;Research & Development;3;Universitaria;Technical Degree;1;193;Muy_Alta;M;Alta;2;Research Scientist;Alta;Single;4317;3;Y;Yes;20;Muy_Alta;Media;80;0;19;2;#N/D;3;3.0;2;2
30;No;Travel_Rarely;Research & Development;18;Universitaria;Life Sciences;1;194;Baja;M;Alta;1;Research Scientist;Alta;Single;2632;1;Y;No;14;Alta;Alta;80;0;5;4;#N/D;5;;0;4
32;No;Travel_Frequently;Sales;9;Primaria;Medical;1;195;Muy_Alta;M;Baja;2;Sales Executive;Baja;Divorced;4668;0;Y;No;17;Alta;Muy_Alta;80;3;9;2;#N/D;8;;0;7
30;No;Travel_Rarely;Research & Development;5;Universitaria;Technical Degree;1;197;Muy_Alta;M;Alta;1;Research Scientist;Alta;Divorced;3204;5;Y;No;14;Alta;Muy_Alta;80;1;8;3;Alta;3;;2;2
30;No;Travel_Rarely;Research & Development;2;Secundaria;Medical;1;198;Media;F;Media;1;Laboratory Technician;Media;Single;2720;0;Y;No;13;Alta;Muy_Alta;80;0;6;3;#N/D;5;;1;2
41;No;Travel_Frequently;Research & Development;10;Secundaria;Life Sciences;1;199;Muy_Alta;F;Media;4;Manager;Media;Divorced;17181;4;Y;No;13;Alta;Media;80;1;21;2;#N/D;7;2.0;7;7
41;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;200;Alta;M;Alta;1;Laboratory Technician;Alta;Married;2238;2;Y;No;21;Muy_Alta;Muy_Alta;80;1;7;2;#N/D;5;;1;4
19;No;Travel_Rarely;Research & Development;3;Universitaria;Medical;1;201;Media;M;Alta;1;Laboratory Technician;Alta;Single;1483;1;Y;No;14;Alta;Muy_Alta;80;0;1;3;#N/D;1;;0;0
40;No;Travel_Frequently;Research & Development;26;Universitaria;Medical;1;202;Media;M;Alta;2;Research Scientist;Alta;Divorced;5605;1;Y;No;11;Alta;Baja;80;1;20;2;Alta;20;;2;13
35;No;Travel_Rarely;Sales;1;Universitaria;Marketing;1;204;Alta;M;Alta;3;Sales Executive;Alta;Married;7295;1;Y;No;13;Alta;Baja;80;2;10;3;#N/D;10;;0;6
53;No;Travel_Rarely;Sales;6;Universitaria;Marketing;1;205;Media;M;Alta;2;Sales Representative;Alta;Married;2306;2;Y;Yes;20;Muy_Alta;Muy_Alta;80;1;13;3;#N/D;7;;4;5
45;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;206;Media;M;Alta;2;Laboratory Technician;Alta;Divorced;2348;8;Y;No;18;Alta;Alta;80;1;20;2;Alta;17;3.0;0;15
32;No;Travel_Frequently;Sales;8;Universitaria;Marketing;1;207;Media;F;Alta;3;Sales Executive;Alta;Single;8998;1;Y;No;14;Alta;Muy_Alta;80;0;9;2;#N/D;9;;3;7
29;No;Non-Travel;Research & Development;1;Universitaria;Technical Degree;1;208;Muy_Alta;M;Alta;2;Manufacturing Director;Alta;Married;4319;1;Y;No;13;Alta;Baja;80;1;10;1;#N/D;10;;0;9
51;No;Travel_Rarely;Research & Development;7;#N/D;Medical;1;211;Media;F;#N/D;2;Manufacturing Director;#N/D;Married;6132;2;Y;No;17;Alta;Alta;80;0;10;2;#N/D;1;;0;0
58;No;Travel_Rarely;Research & Development;9;Secundaria;Medical;1;214;Media;F;Media;1;Research Scientist;Media;Married;3346;4;Y;Yes;20;Muy_Alta;Media;80;1;9;3;Media;1;;0;0
40;No;Travel_Rarely;Sales;4;Secundaria;Marketing;1;215;Alta;F;Media;3;Sales Executive;Media;Married;10855;7;Y;No;11;Alta;Baja;80;1;15;2;Media;12;2.0;2;11
34;No;Travel_Frequently;Sales;2;Universitaria;Marketing;1;216;Alta;M;Alta;1;Sales Representative;Alta;Married;2231;6;Y;No;18;Alta;Muy_Alta;80;1;6;3;#N/D;4;;1;2
22;No;Travel_Rarely;Research & Development;19;Universitaria;Medical;1;217;Alta;M;Alta;1;Research Scientist;Alta;Married;2323;1;Y;No;24;Muy_Alta;Baja;80;2;2;6;Alta;2;3.0;2;2
27;No;Non-Travel;Research & Development;9;Universitaria;Medical;1;218;Muy_Alta;M;Alta;1;Research Scientist;Alta;Divorced;2024;6;Y;No;18;Alta;Muy_Alta;80;1;6;1;#N/D;2;;2;2
28;No;Travel_Rarely;Research & Development;21;Universitaria;Medical;1;221;Alta;M;Alta;1;Research Scientist;Alta;Married;2713;1;Y;No;11;Alta;Alta;80;1;5;2;#N/D;5;;0;2
57;No;Travel_Rarely;Research & Development;24;Master;Life Sciences;1;223;Alta;F;Muy_Alta;3;Healthcare Representative;Muy_Alta;Divorced;9439;3;Y;Yes;16;Alta;Media;80;1;12;2;#N/D;5;;1;4
27;No;Non-Travel;Research & Development;3;Secundaria;Medical;1;224;Alta;F;Media;1;Research Scientist;Media;Divorced;2566;1;Y;Yes;15;Alta;Muy_Alta;80;1;1;2;#N/D;1;;0;1
50;No;Travel_Rarely;Research & Development;11;Universitaria;Life Sciences;1;226;Alta;M;Alta;5;Manager;Alta;Single;19926;3;Y;No;15;Alta;Media;80;0;21;5;#N/D;5;;4;4
41;No;Travel_Rarely;Research & Development;14;Universitaria;Life Sciences;1;227;Baja;M;Alta;1;Research Scientist;Alta;Divorced;2451;4;Y;No;12;Alta;Baja;80;1;13;2;#N/D;9;;1;8
30;No;Travel_Rarely;Sales;5;Universitaria;Life Sciences;1;228;Media;M;Alta;3;Sales Executive;Alta;Married;9419;2;Y;No;12;Alta;Alta;80;1;12;2;#N/D;10;;7;4
38;No;Travel_Rarely;Sales;1;#N/D;Life Sciences;1;230;Baja;F;Media;2;Sales Executive;Media;Single;8686;4;Y;No;22;Muy_Alta;Alta;80;0;12;2;#N/D;8;;0;7
32;No;Travel_Rarely;Research & Development;6;Universitaria;Life Sciences;1;231;Alta;M;Alta;1;Research Scientist;Alta;Single;3038;3;Y;No;20;Muy_Alta;Baja;80;0;8;2;Alta;5;;1;4
27;No;Travel_Rarely;Research & Development;17;Universitaria;Technical Degree;1;233;Alta;M;Alta;1;Research Scientist;Alta;Married;3058;0;Y;Yes;16;Alta;Muy_Alta;80;1;6;3;#N/D;5;;1;1
19;Yes;Travel_Frequently;Sales;1;Primaria;Technical Degree;1;235;Alta;M;Baja;1;Sales Representative;Baja;Single;2325;0;Y;No;21;Muy_Alta;Baja;80;0;1;5;#N/D;0;;0;0
36;No;Travel_Frequently;Research & Development;3;Universitaria;Medical;1;238;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Single;2088;4;Y;No;12;Alta;Alta;80;0;13;3;Alta;8;;7;2
30;No;Non-Travel;Research & Development;9;Universitaria;Medical;1;239;Alta;F;Alta;2;Laboratory Technician;#N/D;Divorced;3072;1;Y;No;11;Alta;Alta;80;2;12;4;Alta;12;;6;10
45;No;Travel_Rarely;Sales;4;Universitaria;Life Sciences;1;240;Alta;M;Alta;2;Sales Executive;Alta;Divorced;5006;4;Y;Yes;11;Alta;Baja;80;1;9;3;Alta;5;;0;3
56;No;Travel_Rarely;Research & Development;8;Universitaria;Life Sciences;1;241;Alta;F;Alta;1;Research Scientist;Alta;Divorced;4257;4;Y;Yes;18;Alta;Alta;80;1;19;3;#N/D;2;;2;2
33;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;242;Alta;M;Alta;1;Research Scientist;Alta;Single;2500;0;Y;No;14;Alta;Baja;80;0;4;2;#N/D;3;;0;2
19;Yes;Travel_Rarely;Research & Development;2;Secundaria;Life Sciences;1;243;Media;F;Media;1;Laboratory Technician;Media;Single;1102;1;Y;No;22;Muy_Alta;Alta;80;0;1;3;#N/D;1;;1;0
46;No;Travel_Rarely;Sales;1;Universitaria;Marketing;1;244;Media;M;Alta;3;Sales Executive;Alta;Divorced;10453;1;Y;No;25;Muy_Alta;Alta;80;3;24;2;#N/D;24;;15;7
38;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;245;Alta;M;Alta;1;Laboratory Technician;Alta;Single;2288;1;Y;No;12;Alta;Alta;80;0;2;3;Alta;2;;2;1
31;No;Travel_Rarely;Research & Development;12;Universitaria;Medical;1;246;Alta;F;Alta;1;Research Scientist;Alta;Married;3929;8;Y;Yes;23;Muy_Alta;Alta;80;1;7;0;#N/D;4;;0;2
34;No;Travel_Rarely;Research & Development;27;Universitaria;Medical;1;247;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;2311;2;Y;No;15;Alta;Muy_Alta;80;0;9;3;#N/D;3;;1;2
41;Yes;Travel_Rarely;Sales;20;Universitaria;Marketing;1;248;Media;M;Alta;1;Sales Representative;Alta;Single;3140;1;Y;Yes;22;Muy_Alta;Muy_Alta;80;0;4;5;#N/D;4;;0;2
50;No;Travel_Rarely;Research & Development;1;Secundaria;Medical;1;249;Alta;F;Media;1;Laboratory Technician;Media;Married;3690;2;Y;No;15;Alta;Muy_Alta;80;1;5;2;#N/D;3;;0;2
53;No;Travel_Rarely;Research & Development;13;Master;Medical;1;250;Muy_Alta;F;Muy_Alta;2;Manufacturing Director;Muy_Alta;Divorced;4450;1;Y;No;11;Alta;Alta;80;2;5;3;#N/D;4;;1;3
33;No;Travel_Rarely;Research & Development;14;Universitaria;Medical;1;252;Muy_Alta;M;Alta;1;Research Scientist;Alta;Married;2756;1;Y;No;13;Alta;Muy_Alta;80;1;8;5;#N/D;8;3.0;1;6
40;No;Travel_Rarely;Research & Development;4;Universitaria;Medical;1;253;Muy_Alta;M;Alta;5;Manager;Alta;Married;19033;1;Y;No;14;Alta;Media;80;1;21;2;#N/D;20;3.0;9;9
55;No;Travel_Rarely;Research & Development;14;Master;Medical;1;254;Alta;F;Muy_Alta;5;Research Director;Muy_Alta;Single;18722;8;Y;No;11;Alta;Muy_Alta;80;0;36;3;#N/D;24;;2;15
34;No;Travel_Frequently;Research & Development;2;Secundaria;Life Sciences;1;256;Muy_Alta;F;Media;2;Manufacturing Director;Media;Married;9547;1;Y;No;17;Alta;Alta;80;0;10;2;#N/D;10;;1;9
51;No;Travel_Rarely;Research & Development;3;Universitaria;Medical;1;258;Muy_Alta;M;Alta;4;Healthcare Representative;Alta;Single;13734;3;Y;No;18;Alta;Alta;80;0;21;6;#N/D;7;3.0;1;0
52;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;259;Alta;F;Media;5;Manager;Media;Married;19999;0;Y;No;14;Alta;Baja;80;1;34;5;#N/D;33;;11;9
27;No;Travel_Rarely;Research & Development;9;Universitaria;Medical;1;260;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;2279;1;Y;No;16;Alta;Muy_Alta;80;0;7;2;#N/D;7;;0;3
35;Yes;Travel_Rarely;Research & Development;23;Secundaria;Life Sciences;1;261;Media;F;Media;2;Manufacturing Director;Media;Married;5916;3;Y;Yes;13;Alta;Baja;80;0;8;1;Media;1;;0;1
43;No;Non-Travel;Research & Development;7;Master;Medical;1;262;Muy_Alta;F;Muy_Alta;1;Research Scientist;Muy_Alta;Divorced;2089;4;Y;No;14;Alta;Muy_Alta;80;3;7;3;#N/D;5;;2;2
45;No;Non-Travel;Research & Development;2;Secundaria;Medical;1;264;Baja;F;Media;4;Manager;Media;Married;16792;9;Y;No;23;Muy_Alta;Muy_Alta;80;1;22;1;#N/D;20;;11;8
37;No;Travel_Rarely;Research & Development;21;Master;Life Sciences;1;267;Media;F;Muy_Alta;1;Research Scientist;Muy_Alta;Married;3564;1;Y;Yes;12;Alta;Baja;80;1;8;3;Muy_Alta;8;;1;7
35;No;Travel_Frequently;Research & Development;2;Universitaria;Medical;1;269;Media;M;Alta;2;Laboratory Technician;Alta;Single;4425;5;Y;No;11;Alta;Muy_Alta;80;0;10;5;Alta;6;;1;2
42;No;Non-Travel;Research & Development;21;Universitaria;Medical;1;270;Alta;M;Alta;2;Manufacturing Director;Alta;Divorced;5265;2;Y;No;16;Alta;Media;80;1;11;5;#N/D;5;;0;2
38;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;271;Muy_Alta;M;Alta;2;Manufacturing Director;Alta;Married;6553;9;Y;No;14;Alta;Media;80;0;14;3;#N/D;1;;0;0
38;No;Travel_Rarely;Research & Development;29;Universitaria;Technical Degree;1;273;Muy_Alta;M;Alta;2;Manufacturing Director;Alta;Married;6261;3;Y;No;18;Alta;Baja;80;1;9;3;#N/D;7;;1;7
27;No;Travel_Frequently;Research & Development;1;Secundaria;Technical Degree;1;274;Alta;F;Media;2;Manufacturing Director;Media;Married;4298;5;Y;No;19;Alta;Alta;80;1;6;1;Media;2;2.0;2;0
49;No;Non-Travel;Research & Development;18;Universitaria;Life Sciences;1;275;Muy_Alta;M;Alta;2;Manufacturing Director;Alta;Divorced;6804;1;Y;Yes;15;Alta;Baja;80;2;7;0;Alta;7;;1;7
34;No;Travel_Frequently;Research & Development;10;Universitaria;Medical;1;277;Muy_Alta;M;Alta;1;Research Scientist;Alta;Divorced;3815;1;Y;Yes;17;Alta;Muy_Alta;80;1;5;4;Alta;5;;2;0
40;No;Travel_Rarely;Research & Development;19;Universitaria;Medical;1;281;Alta;M;Alta;2;Laboratory Technician;Alta;Married;2741;8;Y;Yes;15;Alta;Alta;80;1;15;2;#N/D;7;;3;7
38;Yes;Travel_Rarely;Research & Development;29;Universitaria;Medical;1;282;Media;M;Alta;2;Healthcare Representative;Alta;Married;6673;7;Y;Yes;19;Alta;Media;80;0;17;2;#N/D;1;;0;0
29;Yes;Travel_Rarely;Sales;27;Universitaria;Marketing;1;283;Media;M;Alta;3;Sales Executive;Alta;Married;7639;1;Y;No;22;Muy_Alta;Muy_Alta;80;3;10;3;#N/D;10;;1;9
22;No;Travel_Rarely;Research & Development;5;Master;Life Sciences;1;284;Muy_Alta;F;Muy_Alta;1;Research Scientist;Muy_Alta;Divorced;2328;1;Y;Yes;16;Alta;Baja;80;1;4;2;Muy_Alta;4;;2;2
36;No;Travel_Frequently;Research & Development;18;Universitaria;Medical;1;286;Media;M;Alta;1;Laboratory Technician;Alta;Single;2153;1;Y;No;13;Alta;Baja;80;0;8;2;#N/D;8;;1;7
40;No;Non-Travel;Research & Development;9;Secundaria;Life Sciences;1;287;Muy_Alta;F;Media;2;Healthcare Representative;Media;Married;4876;9;Y;No;14;Alta;Muy_Alta;80;1;5;5;#N/D;3;;0;2
46;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;288;Muy_Alta;M;Alta;3;Healthcare Representative;Alta;Divorced;9396;7;Y;No;16;Alta;Alta;80;1;17;3;Alta;4;;0;3
32;Yes;Travel_Rarely;Sales;4;Primaria;Medical;1;291;Muy_Alta;M;Baja;3;Sales Executive;Baja;Married;10400;1;Y;No;11;Alta;Alta;80;0;14;2;#N/D;14;;9;8
30;No;Non-Travel;Research & Development;1;Secundaria;Life Sciences;1;292;Alta;F;Media;3;Manufacturing Director;Media;Single;8474;1;Y;No;22;Muy_Alta;Alta;80;0;12;2;Media;11;;5;8
27;No;Travel_Frequently;Sales;20;Universitaria;Life Sciences;1;293;Muy_Alta;M;Alta;2;Sales Executive;Alta;Single;9981;1;Y;No;14;Alta;Muy_Alta;80;0;7;2;Alta;7;;0;7
51;No;Travel_Rarely;Research & Development;8;Secundaria;Life Sciences;1;296;Media;F;Media;3;Research Director;Media;Married;12490;5;Y;No;16;Alta;Muy_Alta;80;2;16;5;Media;10;2.0;4;7
30;Yes;Travel_Rarely;Research & Development;3;Universitaria;Technical Degree;1;297;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;2657;5;Y;Yes;11;Alta;Alta;80;0;8;5;Alta;5;;0;4
41;No;Travel_Rarely;Sales;6;Universitaria;Life Sciences;1;298;Muy_Alta;M;Alta;3;Manager;Alta;Single;13591;3;Y;Yes;18;Alta;Alta;80;0;16;3;#N/D;1;;0;0
30;Yes;Travel_Frequently;Sales;26;Secundaria;Marketing;1;299;Alta;F;Media;2;Sales Executive;Media;Single;6696;5;Y;No;15;Alta;Alta;80;0;9;5;Media;6;2.0;0;1
29;Yes;Travel_Rarely;Research & Development;1;Universitaria;Technical Degree;1;300;Alta;M;Alta;1;Research Scientist;Alta;Single;2058;0;Y;No;14;Alta;Muy_Alta;80;0;7;1;Alta;6;;1;5
45;No;Non-Travel;Sales;6;Secundaria;Medical;1;302;Muy_Alta;F;Media;3;Sales Executive;Media;Single;8865;6;Y;No;12;Alta;Muy_Alta;80;0;23;2;Media;19;;12;8
54;No;Travel_Rarely;Sales;3;Universitaria;Marketing;1;303;Muy_Alta;F;Alta;2;Sales Executive;Alta;Married;5940;2;Y;No;14;Alta;Muy_Alta;80;1;16;4;#N/D;6;;0;5
36;No;Travel_Rarely;Research & Development;5;Universitaria;Life Sciences;1;304;Muy_Alta;M;Alta;2;Laboratory Technician;Alta;Single;5914;8;Y;No;16;Alta;Muy_Alta;80;0;16;3;#N/D;13;;3;7
33;No;Travel_Rarely;Research & Development;4;Secundaria;Medical;1;305;Alta;F;Media;1;Research Scientist;Media;Married;2622;6;Y;No;21;Muy_Alta;Muy_Alta;80;0;7;3;#N/D;3;;1;1
37;No;Travel_Frequently;Research & Development;11;Universitaria;Other;1;306;Media;M;Alta;3;Research Director;Alta;Divorced;12185;1;Y;Yes;14;Alta;Alta;80;3;10;1;#N/D;10;;0;7
38;No;Travel_Rarely;Sales;3;Universitaria;Life Sciences;1;307;Baja;M;Alta;3;Sales Executive;Alta;Divorced;10609;0;Y;No;12;Alta;Alta;80;2;17;6;#N/D;16;;5;13
31;No;Non-Travel;Research & Development;1;Primaria;Medical;1;308;Alta;M;Baja;2;Manufacturing Director;Baja;Married;4345;0;Y;No;12;Alta;Muy_Alta;80;1;6;2;#N/D;5;;1;4
59;No;Travel_Rarely;Research & Development;3;Secundaria;Life Sciences;1;309;Alta;F;Media;1;Research Scientist;Media;Married;2177;3;Y;No;17;Alta;Baja;80;1;7;6;#N/D;1;;0;0
37;No;Travel_Frequently;Sales;4;Universitaria;Marketing;1;311;Baja;M;Alta;1;Sales Representative;Alta;Divorced;2793;4;Y;No;17;Alta;Alta;80;1;13;2;Alta;9;3.0;5;8
29;No;Travel_Frequently;Sales;1;Universitaria;Medical;1;312;Media;M;Alta;3;Sales Executive;Alta;Married;7918;1;Y;No;14;Alta;Muy_Alta;80;1;11;5;#N/D;11;;4;1
35;No;Travel_Frequently;Sales;1;Universitaria;Marketing;1;314;Alta;M;Alta;3;Sales Executive;Alta;Single;8789;1;Y;No;14;Alta;Baja;80;0;10;3;Alta;10;;0;8
29;Yes;Travel_Rarely;Research & Development;18;Secundaria;Medical;1;315;Alta;F;Media;1;Research Scientist;Media;Single;2389;1;Y;Yes;13;Alta;Alta;80;0;4;3;#N/D;4;;0;1
52;No;Travel_Rarely;Research & Development;2;Secundaria;Life Sciences;1;316;Alta;F;Media;1;Laboratory Technician;Media;Single;3212;7;Y;No;15;Alta;Media;80;0;6;3;Media;2;;2;2
42;No;Travel_Rarely;Research & Development;4;#N/D;Technical Degree;1;319;Alta;M;#N/D;5;Manager;#N/D;Married;19232;1;Y;No;11;Alta;Muy_Alta;80;0;22;3;#N/D;22;;11;15
59;No;Travel_Rarely;Human Resources;6;Universitaria;Medical;1;321;Media;M;Alta;1;Human Resources;Alta;Married;2267;8;Y;No;17;Alta;Muy_Alta;80;0;7;2;Alta;2;;2;2
50;No;Travel_Rarely;Sales;1;Universitaria;Medical;1;323;Muy_Alta;M;Alta;5;Manager;Alta;Divorced;19517;3;Y;No;11;Alta;Alta;80;1;32;3;#N/D;7;3.0;0;6
33;Yes;Travel_Rarely;Research & Development;14;Universitaria;Medical;1;325;Alta;M;Alta;1;Laboratory Technician;Alta;Married;2436;5;Y;Yes;13;Alta;Alta;80;1;8;2;#N/D;5;3.0;0;4
43;No;Travel_Rarely;Sales;16;Universitaria;Marketing;1;327;Muy_Alta;M;Alta;4;Manager;Alta;Married;16064;5;Y;Yes;22;Muy_Alta;Alta;80;1;22;3;#N/D;17;3.0;1;9
33;Yes;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;328;Baja;M;Alta;1;Laboratory Technician;Alta;Married;2707;7;Y;No;20;Muy_Alta;Baja;80;0;13;3;#N/D;9;;1;7
52;No;Non-Travel;Sales;2;Secundaria;Life Sciences;1;329;Baja;F;Media;5;Manager;Media;Single;19068;1;Y;Yes;18;Alta;Muy_Alta;80;0;33;2;#N/D;33;;15;12
32;No;Travel_Rarely;Sales;4;Universitaria;Life Sciences;1;330;Alta;M;Alta;1;Sales Representative;Alta;Married;3931;2;Y;No;11;Alta;Baja;80;1;6;5;Alta;4;;1;2
32;Yes;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;331;Muy_Alta;F;Media;1;Laboratory Technician;Media;Single;3730;0;Y;Yes;14;Alta;Muy_Alta;80;0;4;2;Media;3;;1;2
39;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;332;Alta;M;Alta;1;Laboratory Technician;Alta;Divorced;2232;7;Y;No;14;Alta;Alta;80;3;7;1;#N/D;3;;1;2
32;No;Non-Travel;Sales;26;Universitaria;Marketing;1;333;Alta;M;Alta;2;Sales Executive;#N/D;Married;4465;0;Y;No;18;Alta;Baja;80;0;4;2;#N/D;3;;2;2
41;No;Travel_Rarely;Research & Development;19;Universitaria;Life Sciences;1;334;Alta;M;Alta;2;Research Scientist;Alta;Divorced;3072;2;Y;No;16;Alta;Baja;80;2;17;2;#N/D;1;;0;0
40;No;Travel_Rarely;Research & Development;24;Universitaria;Technical Degree;1;335;Baja;F;Alta;2;Research Scientist;Alta;Divorced;3319;1;Y;No;17;Alta;Baja;80;2;9;3;Alta;9;;4;7
45;No;Travel_Rarely;Research & Development;1;Master;Other;1;336;Alta;M;Muy_Alta;5;Manager;Muy_Alta;Married;19202;0;Y;No;11;Alta;Alta;80;1;25;2;Muy_Alta;24;;1;7
31;No;Travel_Frequently;Research & Development;3;Universitaria;Medical;1;337;Media;M;Alta;3;Research Director;Alta;Divorced;13675;9;Y;No;12;Alta;Baja;80;1;9;3;#N/D;2;;2;2
33;No;Travel_Rarely;Research & Development;5;Secundaria;Life Sciences;1;338;Alta;F;Media;1;Research Scientist;Media;Married;2911;1;Y;No;13;Alta;Alta;80;1;2;2;#N/D;2;;0;2
34;No;Travel_Rarely;Research & Development;2;Secundaria;Life Sciences;1;339;Muy_Alta;F;Media;2;Manufacturing Director;Media;Married;5957;6;Y;No;13;Alta;Media;80;1;13;3;Media;11;;5;9
37;No;Travel_Rarely;Research & Development;1;Secundaria;Medical;1;340;Alta;F;Media;1;Research Scientist;Media;Married;3920;2;Y;No;14;Alta;Baja;80;1;17;2;#N/D;3;2.0;0;2
45;No;Travel_Frequently;Research & Development;7;Master;Life Sciences;1;341;Baja;F;Muy_Alta;2;Manufacturing Director;Muy_Alta;Married;6434;4;Y;No;17;Alta;Muy_Alta;80;1;9;1;Muy_Alta;3;;0;2
37;Yes;Travel_Frequently;Research & Development;10;Universitaria;Medical;1;342;Baja;M;Alta;3;Manufacturing Director;#N/D;Divorced;10048;6;Y;No;11;Alta;Media;80;2;17;5;Alta;1;;0;0
39;No;Travel_Frequently;Research & Development;2;Universitaria;Technical Degree;1;343;Alta;M;Alta;3;Healthcare Representative;Alta;Single;10938;0;Y;No;25;Muy_Alta;Muy_Alta;80;0;20;1;Alta;19;;11;8
29;No;Travel_Rarely;Research & Development;15;Universitaria;Life Sciences;1;346;Alta;M;Alta;1;Research Scientist;Alta;Single;2340;1;Y;No;19;Alta;Baja;80;0;6;1;#N/D;6;;1;5
42;No;Travel_Rarely;Research & Development;17;Master;Life Sciences;1;347;Muy_Alta;F;Muy_Alta;2;Research Scientist;Muy_Alta;Single;6545;3;Y;Yes;13;Alta;Alta;80;0;10;1;#N/D;3;;0;2
29;No;Travel_Rarely;Sales;20;Universitaria;Marketing;1;349;Muy_Alta;M;Alta;2;Sales Executive;Alta;Divorced;6931;2;Y;No;14;Alta;Muy_Alta;80;1;10;2;#N/D;3;;0;2
